id,throughput_mbps,latency_ms,jitter_ms,packet_loss_pct,avg_packet_size_B,burst_ratio,flow_duration_s,signal_strength_dBm,packets_per_second,retransmission_rate,traffic_class
2985,0.148,7.9821,1.3367,0.1536,168.0061,0.314,110.8306,-80.1891,5.6617,0.0,VoIP
2986,0.0415,9.2435,1.3573,0.2283,177.2882,0.4188,140.2596,-74.353,10.6065,0.1271,VoIP
2987,8.9931,58.4521,4.8839,0.8266,609.9329,0.5499,48.1334,-70.8396,18.4901,0.429,Web_Browsing
2988,4.9706,40.6198,4.3035,1.2112,1121.7611,0.278,27.3774,-69.9137,53.6977,0.4077,Web_Browsing
2989,0.0524,14.1873,0.7798,0.2826,153.4679,0.3198,130.9419,-76.7076,3.7114,0.0654,VoIP
2990,0.0103,44.9557,3.4538,1.9959,91.9416,0.094,8.2726,-80.0244,0.2564,1.0,IoT_Sensor
2991,0.1929,58.4065,9.0357,0.6084,887.0298,0.4462,12.1474,-73.4663,8.3968,0.7003,Web_Browsing
2992,62.4305,38.2219,3.128,0.0895,1499.0618,0.896,60.4153,-70.6822,12.8466,0.0373,File_Transfer
2993,109.2431,20.5917,1.3523,0.5214,1342.633,0.4763,258.1048,-69.3938,490.9556,0.4372,Video_Streaming
2994,32.1315,32.5265,3.4593,0.0891,1544.6931,0.8611,79.2699,-70.8668,646.3953,0.1401,File_Transfer
2995,0.0,8.4022,1.04,0.2599,168.5717,0.1962,153.7516,-75.1362,4.0,0.1185,VoIP
2996,80.9864,35.8438,2.5957,0.0786,1496.6172,0.9373,41.0969,-74.0416,2179.3522,0.0,File_Transfer
2997,58.6471,37.0361,3.9922,0.0571,1474.9629,0.8946,75.8919,-68.9271,813.0573,0.1367,File_Transfer
2998,4.8692,19.0766,2.0106,0.4355,1061.3903,0.6944,1497.192,-61.2871,33.8269,0.221,Video_Conferencing
2999,33.9778,24.8703,3.8007,0.1202,1523.2809,0.9505,41.8289,-79.0097,2839.1277,0.0,File_Transfer
3000,5.7724,24.3441,2.1847,0.674,886.807,0.4986,1745.1771,-65.0512,136.5748,0.1654,Video_Conferencing
3001,0.0045,68.8069,11.3558,1.3042,86.1363,0.112,8.878,-95.5298,0.9309,0.9238,IoT_Sensor
3002,0.0754,12.1359,0.8655,0.2356,171.9387,0.2826,128.1526,-68.4582,1.7236,0.1276,VoIP
3003,5.4965,14.3202,2.2017,0.2663,216.8854,0.7819,570.381,-75.155,14.384,0.1932,Online_Gaming
3004,0.1374,13.8264,1.1258,0.1805,133.5413,0.1487,117.0924,-73.8413,36.2687,0.1013,VoIP
3005,92.3046,20.1946,1.0013,0.6159,1526.516,0.7348,344.1687,-71.1041,448.452,0.2608,Video_Streaming
3006,2.5278,43.169,1.2865,0.4201,1000.5731,0.4617,21.8359,-72.4781,106.6421,0.505,Web_Browsing
3007,95.0249,17.2522,1.8102,0.464,1252.2792,0.6182,301.5158,-72.0365,72.0563,0.2307,Video_Streaming
3008,0.0312,10.0099,1.0362,0.1903,166.0443,0.3541,108.3573,-66.9589,3.0786,0.0103,VoIP
3009,2.3719,12.1974,1.9364,0.4255,195.6641,0.4784,587.6346,-65.9135,0.3281,0.1125,Online_Gaming
3010,31.0059,30.1185,3.0411,0.1021,1482.7972,0.8314,56.0588,-70.1254,503.9519,0.0768,File_Transfer
3011,0.1539,11.1768,1.6142,0.1632,179.9359,0.2768,83.6549,-71.5287,12.1731,0.0616,VoIP
3012,75.4037,28.7685,1.6357,0.5833,1267.8636,0.5938,344.7851,-67.6008,865.3447,0.2506,Video_Streaming
3013,0.089,10.1055,0.5764,0.2,143.0336,0.3354,99.4494,-84.6432,6.2461,0.2599,VoIP
3014,60.9183,20.0913,3.7566,0.2083,1496.2641,0.8961,69.4424,-76.8429,659.2655,0.0377,File_Transfer
3015,0.0127,47.2555,9.983,2.9504,53.6941,0.0804,5.6395,-90.3908,31.5725,1.0,IoT_Sensor
3016,0.1088,12.7458,1.0024,0.2671,153.1269,0.2541,81.7941,-72.7271,3.3441,0.2241,VoIP
3017,4.74,11.0274,1.0661,0.3488,156.0916,0.651,699.9622,-66.6386,7.4323,0.0121,Online_Gaming
3018,28.9674,28.5811,3.082,0.175,1527.7698,0.9259,0.0,-73.4569,53.5441,0.0655,File_Transfer
3019,0.0905,9.267,0.8672,0.2569,195.442,0.3952,153.7305,-68.322,7.1147,0.0,VoIP
3020,104.5007,21.5802,2.4573,0.6638,1467.6615,0.732,392.7538,-60.9803,235.6009,0.0773,Video_Streaming
3021,7.3104,28.1973,4.456,1.1713,803.2888,0.5514,23.2124,-69.2447,45.7347,0.5693,Web_Browsing
3022,3.2263,12.2305,1.3864,0.3273,153.7846,0.2633,602.163,-66.2009,15.2888,0.2556,Online_Gaming
3023,53.6854,50.9442,3.0236,0.0295,1471.7744,0.9995,60.4968,-66.8789,434.9539,0.0,File_Transfer
3024,0.1281,11.5144,0.8878,0.2235,144.1119,0.3474,152.0047,-79.3823,0.2043,0.0031,VoIP
3025,3.6456,29.4711,2.4939,0.3596,881.2978,0.7089,1803.5736,-60.0249,72.8699,0.2153,Video_Conferencing
3026,2.3943,8.3037,1.7559,0.2198,204.1739,0.5253,727.006,-58.4026,45.3545,0.2753,Online_Gaming
3027,2.2752,14.5305,1.6591,0.3731,209.9084,0.5996,641.6313,-65.0496,1.6028,0.0846,Online_Gaming
3028,0.1463,14.3701,0.9207,0.1328,169.1656,0.2089,132.4152,-78.0677,1.5857,0.139,VoIP
3029,0.1514,4.5366,0.9642,0.1526,162.2792,0.2789,127.3079,-69.854,16.4607,0.0102,VoIP
3030,93.0717,20.0301,1.2539,0.7419,1242.8902,0.6671,210.7166,-67.3129,639.0166,0.3248,Video_Streaming
3031,5.2742,22.304,1.3526,0.3265,1105.4424,0.7166,1951.2827,-70.6383,94.2706,0.1411,Video_Conferencing
3032,74.5976,27.765,2.0111,0.1106,1445.0902,0.9001,51.1647,-83.2409,48.5615,0.2507,File_Transfer
3033,0.1451,12.7594,0.5286,0.0122,165.9608,0.3053,119.6561,-76.5075,1.275,0.1463,VoIP
3034,4.528,17.733,1.6538,0.358,301.1377,0.5965,492.9361,-63.2411,13.5524,0.0916,Online_Gaming
3035,2.2606,13.7101,1.7935,0.193,209.0024,0.4851,510.9646,-64.1118,16.4783,0.2614,Online_Gaming
3036,90.7877,17.586,0.8373,0.3736,1333.0319,0.4666,224.581,-67.0484,540.3862,0.2034,Video_Streaming
3037,94.9838,19.488,2.5127,0.3028,1376.7633,0.6902,339.2369,-73.5194,603.2766,0.1907,Video_Streaming
3038,0.0712,7.8414,1.5384,0.0293,182.5399,0.2732,143.772,-80.8617,4.6798,0.0699,VoIP
3039,0.0235,9.9617,0.7951,0.0213,181.8548,0.3612,67.4675,-74.2461,3.8166,0.1017,VoIP
3040,5.2934,27.2561,1.2349,0.5268,775.3386,0.6394,1874.2181,-71.2782,61.1053,0.1261,Video_Conferencing
3041,0.064,6.1386,0.8707,0.1758,185.672,0.3042,134.97,-67.8172,1.6913,0.1891,VoIP
3042,44.6882,41.8418,0.9672,0.1652,1463.118,0.963,72.9796,-69.0208,103.1105,0.1077,File_Transfer
3043,5.2891,28.9448,2.5194,0.4363,794.2706,0.6571,1385.5014,-66.8174,74.9573,0.1064,Video_Conferencing
3044,63.2075,32.3313,3.0375,0.0999,1472.026,0.7981,71.4662,-77.3937,308.4059,0.025,File_Transfer
3045,1.5524,13.636,1.8044,0.1518,230.3099,0.4376,435.9407,-58.547,35.4205,0.1527,Online_Gaming
3046,53.4581,31.082,3.5653,0.1052,1512.9919,0.9258,87.8903,-69.7799,762.5434,0.1031,File_Transfer
3047,0.1481,13.318,0.8501,0.2055,145.8393,0.2299,100.3076,-69.9477,2.7327,0.3591,VoIP
3048,2.6283,16.3937,1.3216,0.2964,170.668,0.4553,591.6017,-70.3672,108.3055,0.0,Online_Gaming
3049,3.7973,17.2331,1.8733,0.4247,1023.4283,0.5486,1461.3791,-69.4347,5.1978,0.3054,Video_Conferencing
3050,58.8312,21.7636,1.918,0.4129,1506.5685,0.6258,307.0862,-60.1233,22.2541,0.4115,Video_Streaming
3051,0.0061,77.8652,10.0783,2.6664,92.7586,0.0902,8.5781,-80.5917,10.4397,1.0,IoT_Sensor
3052,0.0987,6.9111,0.7368,0.4058,146.4789,0.2448,142.305,-63.3002,7.7921,0.1472,VoIP
3053,3.9513,23.4347,1.6244,0.3423,1042.4666,0.5977,2066.484,-60.8933,20.6364,0.093,Video_Conferencing
3054,0.0382,9.8528,0.9483,0.0972,160.6108,0.1685,115.9004,-64.2341,7.7038,0.2487,VoIP
3055,0.0093,78.4144,8.9325,2.4884,48.5775,0.0986,13.4679,-88.8995,14.8647,0.8538,IoT_Sensor
3056,70.274,26.7986,3.1168,0.031,1539.7797,0.8722,57.736,-66.8458,221.0417,0.1248,File_Transfer
3057,0.011,97.3423,7.7375,0.9381,49.2497,0.1223,3.3467,-73.7665,10.4011,0.962,IoT_Sensor
3058,60.5547,21.6969,1.4281,0.1018,1521.6164,0.8349,53.6053,-74.1785,726.2204,0.0568,File_Transfer
3059,106.7677,21.3505,2.249,0.1766,1461.0742,0.9122,310.9757,-70.5136,1773.9792,0.365,Video_Streaming
3060,59.0678,19.561,0.7194,0.1337,1526.9768,0.8545,61.963,-76.7236,79.2179,0.1325,File_Transfer
3061,0.1817,55.6272,5.1441,1.6182,488.6701,0.3808,37.0953,-81.6223,48.364,0.4991,Web_Browsing
3062,0.0512,9.8404,0.7768,0.0,196.7875,0.3518,96.5957,-76.8889,19.7319,0.1454,VoIP
3063,22.8927,25.1104,5.5598,0.0656,1503.9497,0.8589,69.5676,-71.588,1318.8586,0.1742,File_Transfer
3064,8.0171,71.9413,4.7134,1.6687,1169.7395,0.2663,20.966,-73.0126,7.515,0.5768,Web_Browsing
3065,4.5934,61.0362,7.4511,1.2096,303.6066,0.3791,37.5195,-62.8658,156.9173,0.5812,Web_Browsing
3066,4.814,37.7139,8.7104,1.8646,390.8026,0.3539,40.3256,-71.2808,169.8028,0.3649,Web_Browsing
3067,2.5072,16.8894,1.534,0.3272,248.3146,0.4639,645.6887,-68.0565,51.5946,0.1663,Online_Gaming
3068,3.887,18.0695,0.9889,0.3042,92.8408,0.4962,607.1825,-65.5839,14.2222,0.0242,Online_Gaming
3069,3.1355,49.5553,4.3899,1.6376,1014.3168,0.3847,51.5432,-69.49,135.1153,0.7069,Web_Browsing
3070,3.8696,20.3747,2.5199,0.5275,692.5377,0.6163,1629.0954,-67.8589,35.8221,0.0996,Video_Conferencing
3071,3.0728,65.2136,7.0881,0.3556,1079.8055,0.3009,28.9866,-72.1466,8.7523,0.6478,Web_Browsing
3072,0.0458,10.7912,1.5038,0.2231,173.5452,0.3566,40.3451,-75.2156,7.8788,0.1472,VoIP
3073,5.9679,62.2282,6.7185,1.2352,1025.1776,0.452,25.397,-76.602,145.4278,0.5419,Web_Browsing
3074,1.5762,20.0802,1.9674,0.4419,834.8897,0.5882,2209.2663,-68.4365,3.6364,0.2227,Video_Conferencing
3075,63.1777,24.121,2.1259,0.5324,1540.347,0.5159,286.6026,-66.894,1257.4601,0.1456,Video_Streaming
3076,50.6776,33.3989,2.4152,0.0489,1438.2327,0.872,34.9828,-76.8754,738.5503,0.0546,File_Transfer
3077,22.939,36.9581,3.9274,0.2263,1509.6868,0.914,42.3844,-75.7993,916.7482,0.0,File_Transfer
3078,3.5905,25.5152,1.8722,0.2053,992.3385,0.6406,1615.0482,-70.9525,9.1576,0.2159,Video_Conferencing
3079,1.2602,67.3687,8.5255,1.5693,419.0764,0.3238,45.7075,-73.9266,87.2604,0.6482,Web_Browsing
3080,4.6,25.3775,1.601,0.4088,694.3057,0.5951,2078.0435,-58.248,24.5121,0.2473,Video_Conferencing
3081,4.3568,22.7324,1.8544,0.218,855.6149,0.5261,1830.8444,-67.2303,66.8166,0.1397,Video_Conferencing
3082,0.0,12.8093,1.0277,0.1304,163.731,0.2661,129.1659,-68.8585,22.1281,0.1015,VoIP
3083,0.1021,6.0396,0.8285,0.4018,164.9624,0.287,123.2729,-72.9872,12.4202,0.142,VoIP
3084,3.9899,20.5795,1.7922,0.6478,707.0261,0.6341,1359.0094,-64.8397,26.659,0.2066,Video_Conferencing
3085,10.5329,62.302,6.6367,0.5596,723.5643,0.3315,41.103,-58.8132,2.9239,0.5269,Web_Browsing
3086,2.2876,55.9979,6.3823,0.7249,920.6693,0.3825,19.9317,-78.2192,39.6137,0.4925,Web_Browsing
3087,3.9264,47.7724,5.3526,0.6826,842.9431,0.4619,17.2713,-80.4219,125.4691,0.5478,Web_Browsing
3088,3.4442,12.9341,0.7645,0.3832,171.9191,0.5083,912.8567,-72.0885,48.109,0.0952,Online_Gaming
3089,85.0013,23.6779,3.1873,0.8151,1455.6617,0.683,321.5012,-80.0168,92.0711,0.2939,Video_Streaming
3090,48.8083,17.3664,1.0949,0.6153,1508.1375,0.7318,234.7015,-91.9456,823.5435,0.4261,Video_Streaming
3091,0.0109,129.9607,12.3303,0.6805,79.7139,0.0986,13.0572,-78.9482,39.4981,1.0,IoT_Sensor
3092,4.5005,10.4746,1.4824,0.3277,238.6726,0.5361,454.283,-64.543,15.5247,0.0303,Online_Gaming
3093,0.0085,75.3397,6.4038,1.7536,51.557,0.0745,11.3954,-88.7918,29.5138,1.0,IoT_Sensor
3094,110.9103,14.7748,2.0366,0.3057,1667.1763,0.7018,282.287,-66.9022,2996.3323,0.1915,Video_Streaming
3095,84.6121,15.0107,2.0998,0.7823,1486.3151,0.7196,295.2976,-63.627,1758.0189,0.2269,Video_Streaming
3096,7.3768,65.1908,6.1115,0.6154,702.2322,0.3441,18.9704,-72.2799,3.8567,0.2656,Web_Browsing
3097,2.8961,29.4548,5.8777,1.4208,787.4339,0.4431,14.0076,-66.5124,58.488,0.6069,Web_Browsing
3098,1.547,47.8403,6.8975,0.5336,768.4202,0.5282,27.8703,-57.8894,28.877,0.2736,Web_Browsing
3099,44.9825,32.0925,2.6653,0.2002,1551.4832,0.8904,59.7779,-70.8127,123.1808,0.204,File_Transfer
3100,71.294,21.295,2.8324,0.1579,1448.9898,0.9146,64.1778,-68.9212,326.3776,0.0,File_Transfer
3101,3.6501,31.5346,7.1844,0.9349,841.1631,0.4273,31.3965,-70.3088,2.4796,0.6364,Web_Browsing
3102,90.4817,25.9386,1.9429,0.3768,1514.0813,0.6429,302.2728,-83.1208,1903.4308,0.3963,Video_Streaming
3103,69.5315,32.5601,3.9572,0.0525,1487.5655,0.8509,57.7323,-63.3366,157.9754,0.1671,File_Transfer
3104,2.898,18.7192,1.7269,0.3911,973.7447,0.5425,1665.5098,-71.5436,185.571,0.3311,Video_Conferencing
3105,0.0479,11.9762,0.8314,0.2884,145.7005,0.2706,156.4985,-72.9061,7.294,0.0,VoIP
3106,37.8016,17.83,2.2481,0.1348,1539.3189,0.9283,60.6207,-77.0477,572.6991,0.0,File_Transfer
3107,4.8309,69.2672,6.4743,1.0638,1129.6974,0.4183,29.5296,-64.2416,133.2006,0.4883,Web_Browsing
3108,5.0864,25.5921,2.1473,0.591,942.3922,0.4955,1717.5236,-67.0488,39.0391,0.2179,Video_Conferencing
3109,62.4624,8.7511,1.7982,0.4687,1416.5612,0.8416,300.7147,-81.1268,104.6823,0.1521,Video_Streaming
3110,24.4023,16.4099,2.7214,0.108,1491.2454,0.8535,79.9166,-65.5318,213.6113,0.1096,File_Transfer
3111,3.7389,22.4115,2.0102,0.3752,676.5844,0.6865,1875.0157,-63.3931,33.6974,0.0054,Video_Conferencing
3112,86.6182,16.7197,2.0198,0.4572,1509.7328,0.6273,451.2425,-71.2539,1005.801,0.2377,Video_Streaming
3113,7.0509,79.5964,3.388,0.1703,888.341,0.4342,27.9004,-65.0768,54.6158,0.4681,Web_Browsing
3114,4.382,53.0624,3.2105,1.3251,746.044,0.5873,30.7102,-68.072,8.6814,0.422,Web_Browsing
3115,3.2819,16.0536,1.533,0.4346,173.2642,0.4283,545.5581,-64.2914,28.0339,0.166,Online_Gaming
3116,47.7862,22.0144,4.5623,0.1287,1554.1505,0.9126,87.6247,-67.8085,301.4082,0.1026,File_Transfer
3117,0.0032,112.0561,8.7063,1.0472,41.8784,0.1049,8.9256,-79.3475,3.6008,0.8824,IoT_Sensor
3118,0.0084,98.7059,4.4303,3.9249,40.5618,0.0799,4.7359,-76.108,2.812,0.8761,IoT_Sensor
3119,1.832,11.1901,1.3827,0.2321,147.0839,0.2919,562.3974,-71.8185,75.6459,0.1484,Online_Gaming
3120,93.3117,23.2662,1.8478,0.5022,1355.1122,0.8237,262.7393,-70.3282,1145.796,0.2152,Video_Streaming
3121,3.7709,27.2139,1.4483,0.0265,981.4883,0.5773,2331.7529,-72.8152,116.0521,0.1087,Video_Conferencing
3122,2.3871,17.8448,1.2787,0.3247,125.98,0.437,456.902,-67.8577,45.48,0.0379,Online_Gaming
3123,3.4082,4.2918,2.0511,0.279,832.7912,0.5517,1638.6198,-67.5799,33.7143,0.2659,Video_Conferencing
3124,0.0797,7.3942,0.8951,0.3826,123.2558,0.3367,134.5814,-77.0634,7.4281,0.1551,VoIP
3125,44.2604,32.0254,3.0466,0.1277,1507.6352,0.9474,49.6397,-74.2391,699.7406,0.0,File_Transfer
3126,69.3853,27.2228,2.3512,0.1004,1482.3544,0.9777,81.0011,-65.605,91.1948,0.0,File_Transfer
3127,3.4128,16.85,1.3614,0.1119,144.4612,0.4186,586.4143,-66.8957,77.1613,0.1326,Online_Gaming
3128,2.3298,14.5341,1.1005,0.0992,242.7243,0.4198,759.858,-64.8579,11.4943,0.0731,Online_Gaming
3129,20.3191,21.3953,5.4687,0.1086,1484.3954,0.922,52.0132,-66.3612,332.1897,0.0,File_Transfer
3130,3.4257,28.8345,1.6032,0.376,765.9055,0.5833,2306.0412,-72.365,212.3211,0.1438,Video_Conferencing
3131,47.3545,25.569,2.4891,0.0182,1449.4717,0.9287,73.3644,-71.023,1285.8156,0.0,File_Transfer
3132,8.5574,43.0722,4.4589,1.1985,776.6581,0.478,32.6923,-73.7123,29.4163,0.4683,Web_Browsing
3133,108.4708,17.3451,1.3987,0.7872,1442.6124,0.678,297.6143,-68.9152,493.6643,0.4351,Video_Streaming
3134,43.7232,24.9996,3.1105,0.0957,1579.2369,0.8394,65.2298,-73.1166,185.8293,0.0642,File_Transfer
3135,82.1511,18.7356,1.8455,0.5931,1371.7986,0.7009,279.7514,-70.0432,2328.1021,0.3996,Video_Streaming
3136,0.0765,12.2317,0.7535,0.1809,174.6051,0.3132,95.4959,-79.9157,22.3997,0.145,VoIP
3137,108.0363,12.3218,2.0393,0.794,1388.0971,0.6503,250.9795,-55.0188,378.6605,0.2442,Video_Streaming
3138,38.5483,31.0667,3.6203,0.0957,1528.647,0.8371,23.7938,-73.7127,653.8209,0.0147,File_Transfer
3139,0.0143,87.7972,5.5993,2.2351,82.9643,0.0747,11.802,-85.3723,1.8205,1.0,IoT_Sensor
3140,40.734,23.9295,4.9086,0.0766,1438.7447,0.7771,37.5952,-74.8435,251.3682,0.0,File_Transfer
3141,4.4778,39.9818,4.7834,0.3233,587.4066,0.3542,39.4677,-70.8788,7.704,0.3409,Web_Browsing
3142,0.0067,116.9528,5.6771,0.0999,58.3929,0.0471,8.7156,-97.1249,11.6883,1.0,IoT_Sensor
3143,3.4134,34.5662,3.9545,0.7122,925.3356,0.4967,17.5814,-69.424,137.4308,0.4867,Web_Browsing
3144,0.0108,76.6054,6.0011,2.9915,44.8126,0.1014,7.5875,-92.5402,16.8258,1.0,IoT_Sensor
3145,3.4071,30.6477,1.2413,0.0,905.3685,0.7315,1569.5137,-69.8742,4.5079,0.251,Video_Conferencing
3146,3.985,37.721,5.003,0.8799,768.5126,0.4,49.7093,-69.0336,60.1056,0.5409,Web_Browsing
3147,0.016,76.1916,10.4779,1.6719,60.3572,0.1045,10.4289,-72.8512,6.5117,0.8993,IoT_Sensor
3148,0.1474,9.737,1.1411,0.1618,170.9055,0.3414,66.5774,-82.6825,29.4962,0.1587,VoIP
3149,1.9716,15.7374,1.9218,0.2012,219.2617,0.7404,370.9631,-69.6232,151.66,0.1985,Online_Gaming
3150,91.7215,17.1962,2.3684,0.65,1261.8836,0.7337,211.9655,-76.3056,124.1227,0.3007,Video_Streaming
3151,0.0118,119.7067,9.8609,0.0,65.3937,0.0912,17.3149,-88.024,3.4316,0.7552,IoT_Sensor
3152,6.7515,41.1401,4.5298,1.3611,702.0485,0.3697,29.2252,-75.9655,16.7183,0.5885,Web_Browsing
3153,5.7761,13.4821,1.192,0.4352,191.1679,0.4484,575.4972,-70.4216,3.0021,0.3161,Online_Gaming
3154,0.0064,22.0775,1.4992,0.1597,180.2562,0.2969,98.0886,-69.5597,6.0984,0.0513,VoIP
3155,1.8973,15.0644,1.2423,0.378,189.5513,0.6676,685.2166,-60.9706,82.5695,0.0235,Online_Gaming
3156,43.5143,25.3841,2.871,0.1763,1542.3221,0.9074,44.5185,-67.2086,20.213,0.2449,File_Transfer
3157,5.3684,28.6119,2.7992,0.2759,950.2945,0.3769,2159.1946,-69.963,22.4076,0.2666,Video_Conferencing
3158,0.0143,140.646,10.6528,0.4477,78.2706,0.0872,16.9583,-81.2589,3.6113,0.9864,IoT_Sensor
3159,63.8049,30.7797,4.9799,0.0953,1522.0895,0.8901,64.2311,-67.9481,445.9334,0.146,File_Transfer
3160,79.0939,18.1936,2.0287,0.4026,1366.257,0.8701,209.9748,-66.3425,25.3051,0.3672,Video_Streaming
3161,0.0,40.7422,3.6746,0.7349,532.3798,0.3379,18.9495,-76.291,30.7831,0.6127,Web_Browsing
3162,4.0991,29.4421,1.8814,0.3839,941.2666,0.6728,1848.8,-65.5889,30.0633,0.055,Video_Conferencing
3163,12.4374,48.2984,4.9598,0.8476,867.0872,0.4879,14.8061,-68.7546,31.8099,0.2825,Web_Browsing
3164,77.5106,23.6214,0.8278,0.402,1498.7247,0.7282,297.7704,-73.2364,1010.2041,0.0551,Video_Streaming
3165,4.8179,51.0298,5.0533,2.2411,1048.9415,0.332,40.9922,-71.5887,26.1763,0.6741,Web_Browsing
3166,0.0069,103.1855,14.9708,1.8927,50.4001,0.091,5.144,-92.9779,2.2819,0.8484,IoT_Sensor
3167,0.0126,129.7833,7.8766,2.0134,52.7493,0.1199,9.8255,-94.8623,3.568,1.0,IoT_Sensor
3168,0.166,10.8301,1.5911,0.1814,150.0043,0.3004,137.3303,-74.9235,2.014,0.1212,VoIP
3169,76.4358,14.6402,2.4046,0.7181,1502.0883,0.5898,111.38,-72.824,404.1249,0.1332,Video_Streaming
3170,0.099,8.2936,0.7787,0.1924,185.3767,0.2356,106.1118,-75.3041,0.1564,0.0701,VoIP
3171,2.9305,19.8248,3.0472,0.6439,1343.3805,0.6528,2107.1022,-67.6191,6.5707,0.278,Video_Conferencing
3172,6.2578,23.928,5.5692,1.748,1051.2041,0.3903,32.5336,-75.6827,2.3274,0.4451,Web_Browsing
3173,79.8582,7.7456,1.6919,0.5165,1455.0254,0.7171,319.4911,-66.3611,313.2941,0.1914,Video_Streaming
3174,4.7073,27.9061,2.5513,0.3287,927.8745,0.6502,1866.2421,-62.8006,42.8328,0.2949,Video_Conferencing
3175,0.1222,9.9875,1.3486,0.2636,171.0196,0.2453,83.2925,-81.3161,4.4022,0.1199,VoIP
3176,5.3563,35.5807,5.5831,0.5566,804.8001,0.2486,34.5659,-69.7307,141.4626,0.5401,Web_Browsing
3177,0.0082,72.435,9.9591,0.8731,45.2564,0.0619,10.7209,-98.7447,3.0222,0.9633,IoT_Sensor
3178,4.5676,27.3437,2.3903,0.386,631.087,0.5718,1668.1359,-68.1046,41.4741,0.3171,Video_Conferencing
3179,0.0071,58.9187,10.4938,0.9675,83.6661,0.0614,8.1306,-88.4082,8.3924,0.9599,IoT_Sensor
3180,91.5863,18.1778,2.0557,0.3345,1338.0357,0.8407,352.1222,-66.4347,106.1274,0.113,Video_Streaming
3181,95.6027,23.9789,1.0534,0.2441,1248.4308,0.6294,234.7499,-61.4284,727.0761,0.2709,Video_Streaming
3182,52.3135,32.2411,3.0479,0.1272,1478.6065,0.9152,19.1363,-70.603,213.0439,0.0,File_Transfer
3183,2.9901,29.2134,1.1898,0.4732,953.3862,0.6733,1705.9105,-72.1528,11.3958,0.4741,Video_Conferencing
3184,4.2214,50.1426,2.7416,0.3618,596.6849,0.3949,39.9394,-68.7777,27.2059,0.4805,Web_Browsing
3185,79.9832,21.6994,1.7417,0.6538,1455.4797,0.5877,350.911,-62.4393,1308.4474,0.4331,Video_Streaming
3186,2.9752,21.633,2.0175,0.3469,212.1637,0.5362,580.3894,-60.1429,29.1263,0.0,Online_Gaming
3187,72.5994,19.956,1.5954,0.6109,1325.7321,0.6329,367.6059,-71.3451,2335.9336,0.2694,Video_Streaming
3188,3.1627,18.0666,2.1443,0.1749,220.4956,0.5189,528.7666,-65.2475,44.9664,0.1753,Online_Gaming
3189,2.9863,53.2786,4.2475,1.0012,742.7845,0.3151,45.2345,-68.4525,34.0866,0.5213,Web_Browsing
3190,78.4689,22.8777,2.4556,0.8684,1417.7049,0.6209,280.0462,-71.8987,1238.8118,0.2918,Video_Streaming
3191,0.096,5.5715,0.9147,0.1759,128.17,0.2909,112.7125,-75.5456,4.1125,0.0908,VoIP
3192,55.2123,39.1011,4.0913,0.1479,1513.1986,0.8867,78.0083,-67.5928,829.2462,0.0,File_Transfer
3193,0.1128,8.8218,0.6038,0.1653,155.6981,0.2888,132.7466,-70.5842,0.478,0.1572,VoIP
3194,61.5967,27.552,4.2742,0.1026,1602.1057,0.9277,62.9572,-66.5188,278.413,0.1499,File_Transfer
3195,0.0091,100.7961,8.4059,2.6492,54.1906,0.1048,12.6525,-84.1531,13.3296,1.0,IoT_Sensor
3196,5.7206,28.6796,1.2254,0.1645,810.4394,0.7461,1910.1088,-77.1279,36.0374,0.2933,Video_Conferencing
3197,45.6974,17.2987,3.4063,0.1616,1502.4886,0.8892,64.3367,-79.7619,43.3832,0.0117,File_Transfer
3198,0.0124,154.129,12.6904,0.0,70.2188,0.0733,10.5059,-93.0921,3.8341,0.9543,IoT_Sensor
3199,0.0117,130.6228,8.7123,3.5668,59.5131,0.0661,6.6842,-86.9855,25.562,1.0,IoT_Sensor
3200,0.014,112.9114,8.0402,2.2378,74.3555,0.0985,13.0073,-99.4129,0.1372,0.92,IoT_Sensor
3201,0.0627,12.1373,1.2244,0.1825,132.57,0.2318,121.4016,-86.0278,4.43,0.2076,VoIP
3202,101.9086,23.8366,2.1803,0.6202,1457.2242,0.6938,260.4301,-76.3548,834.9008,0.2706,Video_Streaming
3203,0.1135,4.9439,0.9028,0.1607,180.4015,0.2445,119.8703,-75.0762,3.3558,0.2078,VoIP
3204,0.0831,9.572,1.1907,0.174,187.6061,0.3013,117.0272,-80.6008,17.6801,0.1094,VoIP
3205,0.0101,86.3189,12.2775,1.3126,86.1991,0.0887,13.9468,-73.6776,0.1268,1.0,IoT_Sensor
3206,96.8621,22.7977,1.386,0.5536,1374.4836,0.8026,273.1522,-77.7054,396.0988,0.1774,Video_Streaming
3207,2.8712,25.6424,2.2483,0.3995,759.4856,0.5617,1899.5539,-63.9981,1.0332,0.1968,Video_Conferencing
3208,65.5529,18.8209,1.8706,0.4784,1439.5143,0.7775,255.4128,-69.8462,117.8875,0.2706,Video_Streaming
3209,0.0105,101.0362,9.7261,1.6689,43.359,0.1079,11.907,-88.5966,14.3532,1.0,IoT_Sensor
3210,1.4901,27.5533,2.1677,0.4315,1178.0158,0.6764,2004.2438,-71.9207,141.5823,0.148,Video_Conferencing
3211,66.7178,15.665,2.5423,0.6499,1417.0508,0.746,245.791,-71.1748,965.4462,0.1846,Video_Streaming
